
CHEMBL3675922	-6.4
CHEMBL3675923	-6.5
CHEMBL3675924	-5.3
CHEMBL3675925	-6.1
CHEMBL3675926	-5.6
CHEMBL3675927	-6.1
CHEMBL3675929	-6.0
CHEMBL3675931	-5.9
CHEMBL3675932	-5.9
CHEMBL3675933	-6.6
CHEMBL3675934	-6.5
CHEMBL3675936	-5.9
CHEMBL3675937	-6.6
CHEMBL3675938	-6.1
CHEMBL3675939	-6.1
CHEMBL3675940	-6.3
CHEMBL3675941	-6.4
CHEMBL3675942	-5.8
CHEMBL3675943	-6.8
CHEMBL3675946	-5.7
CHEMBL3675950	-6.1
CHEMBL3675952	-5.0
CHEMBL3675954	-5.7
CHEMBL3675955	-5.7
CHEMBL3675956	-5.6
CHEMBL3675957	-6.0
CHEMBL3675958	-5.4
CHEMBL3675960	-5.9
CHEMBL3675963	-6.0
CHEMBL3675964	-5.4
CHEMBL3675965	-5.1
CHEMBL3675966	-5.7
CHEMBL3675968	-5.7
CHEMBL3675970	-6.2
CHEMBL3675972	-6.0
CHEMBL3675973	-5.9
CHEMBL3675976	-6.0
CHEMBL3675980	-5.8
CHEMBL3675987	-5.7
CHEMBL3675997	-5.9
CHEMBL3675998	-5.9
CHEMBL3676003	-6.2
CHEMBL3676004	-5.9
CHEMBL3676005	-6.2
CHEMBL3676008	-6.3
CHEMBL3676015	-5.1
CHEMBL3676017	-5.6
CHEMBL3676019	-5.1
CHEMBL3676020	-5.1
CHEMBL3676021	-5.5
CHEMBL3676022	-5.4
CHEMBL3676024	-5.4
CHEMBL3676025	-5.8
CHEMBL3676026	-6.1
CHEMBL3676027	-5.7
CHEMBL3676028	-5.4
CHEMBL3676029	-5.7
CHEMBL3676030	-5.7
CHEMBL3676032	-6.6
CHEMBL3676033	-6.6
CHEMBL3676034	-5.6
CHEMBL3676035	-6.0
CHEMBL3676036	-6.4
CHEMBL3676037	-6.1
CHEMBL3676038	-5.9
CHEMBL3676040	-5.9
CHEMBL3676041	-5.5
CHEMBL3676042	-6.0
CHEMBL3676045	-6.0
CHEMBL3676046	-5.9
CHEMBL3676047	-6.1
CHEMBL3676051	-5.8
CHEMBL3676052	-5.4
CHEMBL3676053	-5.9
CHEMBL3676058	-5.7
CHEMBL3676063	-6.6
CHEMBL3676064	-6.9
CHEMBL3676072	-5.7
CHEMBL3676074	-5.8
CHEMBL3676076	-5.9
CHEMBL3676077	-5.5
CHEMBL3676078	-6.0
CHEMBL3676079	-5.9
CHEMBL3676081	-5.8
CHEMBL3676082	-6.0
CHEMBL3676092	-6.2
CHEMBL3676093	-6.7
CHEMBL3676094	-5.9
CHEMBL3676097	-6.0
CHEMBL3676098	-5.9
CHEMBL3676099	-5.7
CHEMBL3676104	-6.2
CHEMBL3676105	-6.2
CHEMBL3678283	-6.2
CHEMBL3678284	-6.6
CHEMBL3678285	-6.2
CHEMBL3678286	-5.5
CHEMBL3678287	-5.8
CHEMBL3678289	-5.8
CHEMBL3678292	-5.9
CHEMBL3678297	-6.7
CHEMBL3678299	-6.6
CHEMBL3678300	-6.5
CHEMBL3678301	-6.5
CHEMBL370493	-7.2
CHEMBL378978	-5.5
CHEMBL3889648	-6.1
CHEMBL3889654	-6.5
CHEMBL388978	-6.8
CHEMBL3889897	-7.2
CHEMBL3889913	-6.5
CHEMBL3890064	-6.7
CHEMBL3890123	-6.7
CHEMBL3890285	-6.9
CHEMBL3891891	-5.8
CHEMBL3892052	-6.0
CHEMBL3892259	-7.0
CHEMBL3892403	-7.3
CHEMBL3892570	-6.7
CHEMBL3892605	-6.3
CHEMBL3894154	-7.0
CHEMBL3894182	-7.5
CHEMBL3894183	-6.9
CHEMBL3894479	-6.7
CHEMBL3894615	-7.1
CHEMBL3895227	-6.2
CHEMBL3895250	-6.9
CHEMBL3895402	-6.8
CHEMBL3895805	-7.5
CHEMBL3896188	-6.6
CHEMBL3896203	-6.9
CHEMBL3897605	-7.0
CHEMBL3898571	-7.6
CHEMBL3898652	-6.7
CHEMBL3898851	-7.2
CHEMBL3899159	-7.3
CHEMBL3899561	-7.5
CHEMBL3899684	-6.3
CHEMBL3900180	-5.8
CHEMBL3900303	-6.7
CHEMBL3900941	-6.8
CHEMBL3902577	-6.5
CHEMBL3902763	-7.0
CHEMBL3902802	-6.3
CHEMBL3903796	-6.2
CHEMBL3903947	-7.0
CHEMBL3904254	-7.1
CHEMBL3904287	-6.8
CHEMBL3904509	-7.9
CHEMBL3904853	-7.4
CHEMBL3904952	-5.5
CHEMBL3905382	-6.3
CHEMBL3905830	-6.9
CHEMBL3906307	-6.6
CHEMBL3906654	-7.1
CHEMBL3906935	-6.7
CHEMBL3907403	-6.2
CHEMBL3907673	-7.0
CHEMBL3908178	-6.2
CHEMBL3908953	-7.1
CHEMBL3909097	-6.6
CHEMBL3909331	-7.2
CHEMBL3909333	-6.9
CHEMBL3910261	-6.3
CHEMBL3910457	-6.3
CHEMBL3910586	-6.6
CHEMBL3910605	-7.0
CHEMBL3910951	-6.0
CHEMBL3910954	-7.6
CHEMBL3911127	-6.9
CHEMBL3912700	-6.5
CHEMBL3912891	-7.0
CHEMBL3912928	-6.3
CHEMBL3913529	-6.2
CHEMBL3913818	-7.8
CHEMBL3914544	-7.0
CHEMBL3914679	-6.3
CHEMBL3914864	-6.1
CHEMBL3915172	-7.1
CHEMBL3915218	-6.5
CHEMBL3915459	-7.4
CHEMBL3915638	-6.9
CHEMBL3915877	-7.2
CHEMBL3916029	-6.7
CHEMBL3916359	-6.5
CHEMBL3916820	-6.8
CHEMBL3916880	-6.4
CHEMBL3916979	-6.2
CHEMBL3917758	-6.9
CHEMBL3918364	-6.9
CHEMBL3919225	-6.9
CHEMBL3919320	-7.2
CHEMBL3921392	-6.8
CHEMBL3921554	-6.6
CHEMBL3921687	-6.4
CHEMBL3922194	-6.8
CHEMBL3923369	-6.5
CHEMBL3923976	-6.8
CHEMBL3924506	-6.2
CHEMBL3925856	-6.2
CHEMBL3925931	-7.3
CHEMBL3925946	-6.7
CHEMBL3927344	-7.0
CHEMBL3927707	-6.6
CHEMBL3927785	-6.8
CHEMBL3928158	-5.5
CHEMBL3928224	-7.3
CHEMBL3928864	-6.3
CHEMBL3929612	-6.9
CHEMBL3930367	-6.9
CHEMBL3930393	-6.4
CHEMBL3930459	-6.2
CHEMBL3930567	-6.3
CHEMBL3930913	-5.7
CHEMBL3930935	-6.3
CHEMBL3931190	-6.8
CHEMBL3931763	-6.9
CHEMBL3932808	-7.2
CHEMBL3933154	-6.9
CHEMBL3933210	-6.1
CHEMBL3934347	-6.0
CHEMBL3934726	-6.2
CHEMBL3934727	-6.4
CHEMBL3935148	-6.7
CHEMBL3935446	-6.4
CHEMBL3935820	-6.7
CHEMBL3936597	-7.1
CHEMBL3936753	-6.6
CHEMBL3937084	-5.6
CHEMBL3937136	-6.1
CHEMBL3937196	-6.9
CHEMBL3937255	-6.7
CHEMBL3937419	-5.9
CHEMBL3937886	-6.7
CHEMBL3938236	-7.0
CHEMBL3938428	-7.4
CHEMBL3939888	-6.9
CHEMBL3940552	-6.5
CHEMBL3940562	-6.8
CHEMBL3940800	-6.5
CHEMBL3941491	-7.1
CHEMBL3942060	-6.7
CHEMBL3942166	-6.9
CHEMBL3942203	-6.6
CHEMBL3942546	-6.8
CHEMBL3942627	-7.2
CHEMBL3942676	-6.8
CHEMBL3943397	-6.9
CHEMBL3943636	-6.6
CHEMBL3944160	-7.1
CHEMBL3945591	-6.6
CHEMBL3947206	-7.8
CHEMBL3947413	-6.6
CHEMBL3947950	-6.9
CHEMBL3948918	-6.6
CHEMBL3948987	-7.2
CHEMBL3949290	-6.9
CHEMBL3949341	-5.8
CHEMBL3950400	-7.3
CHEMBL3950417	-5.7
CHEMBL3950525	-7.5
CHEMBL3950761	-6.9
CHEMBL3950778	-6.5
CHEMBL3951249	-6.4
CHEMBL3951420	-6.9
CHEMBL3951602	-5.9
CHEMBL3952110	-7.1
CHEMBL3952175	-6.1
CHEMBL3952185	-6.5
CHEMBL3952298	-6.6
CHEMBL3952307	-7.1
CHEMBL3952347	-7.1
CHEMBL3952568	-7.1
CHEMBL3952980	-7.0
CHEMBL3954365	-6.9
CHEMBL3954486	-6.8
CHEMBL3954487	-6.7
CHEMBL3954631	-6.7
CHEMBL3954827	-7.5
CHEMBL3954937	-7.0
CHEMBL3955007	-5.9
CHEMBL3955042	-6.7
CHEMBL3955841	-7.2
CHEMBL3956053	-6.6
CHEMBL3956444	-6.6
CHEMBL3956535	-6.3
CHEMBL3957079	-7.3
CHEMBL3957376	-6.5
CHEMBL3957446	-6.1
CHEMBL3957798	-6.8
CHEMBL3958931	-6.6
CHEMBL3959200	-6.8
CHEMBL3959978	-6.9
CHEMBL3960311	-6.0
CHEMBL3960393	-6.9
CHEMBL3960672	-7.1
CHEMBL3961246	-6.6
CHEMBL3961601	-6.8
CHEMBL3961646	-6.6
CHEMBL3961730	-6.5
CHEMBL3961852	-6.5
CHEMBL3962074	-7.1
CHEMBL3962152	-7.1
CHEMBL3962599	-6.7
CHEMBL3962675	-7.4
CHEMBL3962859	-6.7
CHEMBL3963169	-6.8
CHEMBL3963962	-7.3
CHEMBL3964207	-6.8
CHEMBL3964567	-7.1
CHEMBL3964965	-7.3
CHEMBL3965077	-6.1
CHEMBL3965319	-6.8
CHEMBL3966108	-6.7
CHEMBL3966169	-7.0
CHEMBL3966864	-6.1
CHEMBL3966928	-6.1
CHEMBL3967617	-7.0
CHEMBL3967794	-6.6
CHEMBL3967906	-6.9
CHEMBL3968335	-6.7
CHEMBL3968770	-6.2
CHEMBL3968810	-6.7
CHEMBL3969188	-6.9
CHEMBL3969718	-6.5
CHEMBL3970342	-6.0
CHEMBL3970377	-6.6
CHEMBL3970836	-6.5
CHEMBL3971279	-7.0
CHEMBL3971403	-6.8
CHEMBL3971434	-6.7
CHEMBL3971680	-6.2
CHEMBL3972009	-6.5
CHEMBL3972530	-6.0
CHEMBL3972751	-6.4
CHEMBL3973508	-6.6
CHEMBL3974062	-6.1
CHEMBL3974598	-6.5
CHEMBL3974941	-7.1
CHEMBL3975036	-7.0
CHEMBL3975127	-6.4
CHEMBL3975345	-6.7
CHEMBL3975484	-6.9
CHEMBL3975550	-7.0
CHEMBL3975658	-7.5
CHEMBL3976094	-6.1
CHEMBL3976264	-6.5
CHEMBL3976305	-6.9
CHEMBL3976441	-6.9
CHEMBL3976517	-6.0
CHEMBL3976747	-7.8
CHEMBL3977304	-6.8
CHEMBL3977511	-7.0
CHEMBL3977553	-6.6
CHEMBL3977762	-5.9
CHEMBL3977894	-6.3
CHEMBL3978304	-7.3
CHEMBL3978342	-6.4
CHEMBL3978653	-5.9
CHEMBL3978831	-7.0
CHEMBL3979424	-7.4
CHEMBL3979634	-6.4
CHEMBL3979739	-6.9
CHEMBL3979991	-7.4
